geo_point_2d,geo_shape,gml_id,objectid,accident,unite_pv,date,heure,jsem,code_insee,inter,adresse,pr,nomv,numvro,pr_2,nomv_2,numvro_2,vehicule1,vehicule2,vehicule3,vehicule4,vehicule5,vehicule6,usager1,usager2,usager3,usager4,usager5,usager6,usager7,usager8,ntu,nbh,nbnh,wms_time,id
"48.088341473067466,-1.6665127873426842","{""coordinates"": [-1.666512787342684, 48.088341473067466], ""type"": ""Point""}",accident.615,615,66509555,SP/35238/390,2020-12-04,13:45,Vendredi,35238,hors intersection,VOLCLAIR (BD LOUIS),0+0,VOLCLAIR (BD LOUIS),,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,269
"48.11266194760681,-1.6269984772837003","{""coordinates"": [-1.6269984772837, 48.11266194760681], ""type"": ""Point""}",accident.749,749,66515937,SP/35238/395,2020-12-08,08:25,Mardi,35051,hors intersection,PARES (RUE DES VAUX),N/C,PARES (RUE DES VAUX),,,,,Bicyclette,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,270
"48.10272999904548,-1.6614400000017844","{""coordinates"": [-1.661440000001784, 48.10272999904548], ""type"": ""Point""}",accident.759,759,66535910,SP/35238/122,2020-04-30,19:50,Jeudi,35238,hors intersection,Rue Saint-hélier,N/C,Rue Saint-hélier,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,271
"48.13487999904331,-1.627339999994619","{""coordinates"": [-1.627339999994619, 48.13487999904331], ""type"": ""Point""}",accident.857,857,66526300,SP/35238/150,2020-06-04,12:05,Jeudi,35051,hors intersection,FOUGERES (ROUTE DE),0+0,FOUGERES (ROUTE DE),,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,272
"48.09693999905039,-1.6198099999966031","{""coordinates"": [-1.619809999996603, 48.09693999905039], ""type"": ""Point""}",accident.886,886,63467849,SP/35238/99,2019-03-18,19:55,Lundi,35055,hors intersection,BREILLOU (RUE DU),0+0,BREILLOU (RUE DU),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2019-01-01,273
"48.17942619834971,-1.661825247109326","{""coordinates"": [-1.661825247109326, 48.17942619834971], ""type"": ""Point""}",accident.921,921,66539958,GN/15627/1181,2020-05-09,13:50,Samedi,35024,hors intersection,11 Rue de Rome,N/C,11 Rue de Rome,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,274
"48.11822996998116,-1.6763238122546624","{""coordinates"": [-1.676323812254662, 48.11822996998116], ""type"": ""Point""}",accident.1605,1605,643,Sécurité publique 0035238 00499,2014-10-16,18:20,Jeudi,35238,En X,ANTRAIN/VINCENNES,,Rue d'Antrain,0,,Rue de Vincennes,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,275
"48.10354514819834,-1.6940040252477646","{""coordinates"": [-1.694004025247765, 48.10354514819834], ""type"": ""Point""}",accident.1609,1609,539,Sécurité publique 0035238 00381,2014-07-28,21:05,Lundi,35238,En X,C.BERNARD/A.DUVAL,0000+0000,Rue Claude Bernard,0,0000+0000,Rue Alexandre Duval,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2014-01-01,276
"48.10814173387754,-1.6894451478083443","{""coordinates"": [-1.689445147808344, 48.10814173387754], ""type"": ""Point""}",accident.1760,1760,3008,Sécurité publique 0035238 00371,2017-09-07,07:26,Jeudi,35238,En T,"00, INKERMANN (D')",,,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,1,0,2017-01-01,277
"48.1097889525232,-1.6984936497266598","{""coordinates"": [-1.69849364972666, 48.1097889525232], ""type"": ""Point""}",accident.1777,1777,2436,Sécurité publique 0035238 00493,2012-10-12,15:55,Vendredi,35238,En T,L.GUILLOUX/TOURNEMINE,,RUE LOUIS GUILLOUX,0,,RUE TOURNEMINE,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2012-01-01,278
"48.10106737712945,-1.720085565994515","{""coordinates"": [-1.720085565994515, 48.10106737712945], ""type"": ""Point""}",accident.1910,1910,176,Sécurité publique 0035238 00454,2015-11-05,12:50,Jeudi,35238,En T,STE FOIX/H.GUÉRIN,,Route de Sainte Foix,00,,Allée Henri Guérin,0.0,Bicyclette,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,279
"48.0959384214446,-1.6923247629047384","{""coordinates"": [-1.692324762904738, 48.0959384214446], ""type"": ""Point""}",accident.1940,1940,2913,Sécurité publique 0035238 00221,2017-05-16,10:48,Mardi,35281,hors intersection,"00, MENDES FRANCE (BD PI",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,280
"48.10246384921243,-1.6843042410337807","{""coordinates"": [-1.684304241033781, 48.10246384921243], ""type"": ""Point""}",accident.1941,1941,772,Sécurité publique 0035238 00484,2013-10-31,09:20,Jeudi,35238,hors intersection,"73, BD DE LA T.AUVERGNE",,Boulevard de La Tour d'Auvergne,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,281
"48.13261137429968,-1.6902306387257655","{""coordinates"": [-1.690230638725766, 48.13261137429968], ""type"": ""Point""}",accident.2284,2284,66552579,SP/35238/242,2020-08-21,13:15,Vendredi,35238,Giratoire,COLLIN (RENE),N/C,COLLIN (RENE),,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,282
"48.1106592304,-1.6689472707190511","{""coordinates"": [-1.668947270719051, 48.1106592304], ""type"": ""Point""}",accident.2386,2386,590,Sécurité publique 0035238 00606,2014-12-16,16:40,Mardi,35238,hors intersection,"27, RUE P.BERT",,Rue Paul Bert,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2014-01-01,283
"48.10501598069701,-1.64549437794574","{""coordinates"": [-1.64549437794574, 48.10501598069701], ""type"": ""Point""}",accident.2415,2415,2162,Sécurité publique 0035238 00206,2016-05-26,21:00,Jeudi,35238,hors intersection,33 BIS RUE A.PAVIE,,Rue Auguste Pavie,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,1,0,2016-01-01,284
"48.10933931021582,-1.6842274325793702","{""coordinates"": [-1.68422743257937, 48.10933931021582], ""type"": ""Point""}",accident.2490,2490,76,Sécurité publique 0035238 00486,2015-11-18,17:20,Mercredi,35238,En T,BRETAGNE/CHALOTAIS,,Place de Bretagne,0,,Rue de La Chalotais,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,285
"48.09002771047941,-1.6822478743311555","{""coordinates"": [-1.682247874331156, 48.09002771047941], ""type"": ""Point""}",accident.2529,2529,991,Sécurité publique 0035238 00270,2013-06-28,16:30,Vendredi,35238,Giratoire,ONU/ALBERT 1ER,,Rond-point des Forces Françaises de l'ON,16,,Rue Louis et René Moine,16.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2013-01-01,286
"48.10993210863088,-1.6554730500632062","{""coordinates"": [-1.655473050063206, 48.10993210863088], ""type"": ""Point""}",accident.2704,2704,543,Sécurité publique 0035238 00439,2014-09-15,17:50,Lundi,35238,En X,V.MAREUIL/A.GUÉRIN,,Boulevard Villebois-Mareuil,0,,Rue Alphonse Guérin,0.0,Bicyclette,VL,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2014-01-01,287
"48.107401972213275,-1.6804023144393174","{""coordinates"": [-1.680402314439317, 48.107401972213275], ""type"": ""Point""}",accident.2739,2739,308,Sécurité publique 0035238 00295,2015-07-11,11:20,Samedi,35238,En X,LIBERTÉ/TRONJOLLY,,Boulevard de la Liberté,0,,Rue Tronjolly,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2015-01-01,288
"48.103967941032224,-1.6346084347489134","{""coordinates"": [-1.634608434748913, 48.103967941032224], ""type"": ""Point""}",accident.2774,2774,2955,Sécurité publique 0035238 00288,2017-06-23,09:08,Vendredi,35238,En T,"00, PAVIE (AUGUSTE)",,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2017-01-01,289
"48.10733281018884,-1.6931521240372445","{""coordinates"": [-1.693152124037244, 48.10733281018884], ""type"": ""Point""}",accident.3174,3174,3602,Sécurité publique 0035238 00364,2018-09-21,03:00,Vendredi,35238,hors intersection,QUAI DE LA PRÉVALAYE,,,0,,,0.0,Bicyclette,"VU seul 1,5T < PTAC <=3,5T",,,,,Conducteur,,,,,,,,0,0,1,2018-01-01,290
"48.208001999047944,-1.885688999994792","{""coordinates"": [-1.885688999994792, 48.208001999047944], ""type"": ""Point""}",accident.951,951,61049,GN/71153/140,2021-01-22,09:10,Vendredi,35245,hors intersection,Le Temple,15+400,,,,,,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,1,0,0,2021-01-01,291
"48.09945999904239,-1.651830000005959","{""coordinates"": [-1.651830000005959, 48.09945999904239], ""type"": ""Point""}",accident.1015,1015,80100,SP/35238/188,2021-06-07,18:17,Lundi,35238,hors intersection,BOURGEOIS (BOULEVARD LEON),N/C,BOURGEOIS (BOULEVARD LEON),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,292
"48.105299999042806,-1.650619999994386","{""coordinates"": [-1.650619999994386, 48.105299999042806], ""type"": ""Point""}",accident.1095,1095,105078,SP/35238/388,2021-10-21,06:45,Jeudi,35238,hors intersection,VILLEBOIS MAREUIL (BD),N/C,VILLEBOIS MAREUIL (BD),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,293
"48.15599318052331,-1.6763910278686431","{""coordinates"": [-1.676391027868643, 48.15599318052331], ""type"": ""Point""}",accident.1215,1215,439859,SP/35238/222,2022-06-17,17:00,Vendredi,35278,hors intersection,ROUTE DU BOUT DU MONDE,N/C,Route du Bout du Monde,,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,294
"48.096688721129226,-1.6363674402195185","{""coordinates"": [-1.636367440219519, 48.096688721129226], ""type"": ""Point""}",accident.1274,1274,460140,SP/35238/131,2022-04-25,11:00,Lundi,35238,hors intersection,BIGNON (DU),N/C,BIGNON (DU),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,295
"48.065138999048315,-1.7605589999992388","{""coordinates"": [-1.760558999999239, 48.065138999048315], ""type"": ""Point""}",accident.1281,1281,467034,GN/9533/75,2022-11-12,17:00,Samedi,35047,hors intersection,Champcors,N/C,Champcors,,,,,Bicyclette,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2022-01-01,296
"48.08964784997057,-1.6854068728624099","{""coordinates"": [-1.68540687286241, 48.08964784997057], ""type"": ""Point""}",accident.1323,1323,1979,Sécurité publique 0035238 00341,2016-09-08,17:20,Jeudi,35238,En X,ALBERT 1ER/BELGIQUE,,Boulevard Albert 1er,0,,Rue de Belgique,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2016-01-01,297
"48.1101600395533,-1.6845968069791968","{""coordinates"": [-1.684596806979197, 48.1101600395533], ""type"": ""Point""}",accident.1333,1333,3466,Sécurité publique 0035238 00147,2018-03-23,08:50,Vendredi,35238,En X,", MONNAIE ( DE LA)",,,0,,,0.0,Bicyclette,"PL seul 3,5 < PTAC <=7,5t",,,,,Conducteur,Conducteur,,,,,,,0,0,1,2018-01-01,298
"48.10156960550172,-1.6496072555353254","{""coordinates"": [-1.649607255535325, 48.10156960550172], ""type"": ""Point""}",accident.1400,1400,3645,Sécurité publique 0035238 00417,2018-10-15,13:58,Lundi,35238,hors intersection,VILLEBOIS MAREUIL (BD),,,0,,,0.0,Bicyclette,,,,,,Conducteur,,,,,,,,0,0,1,2018-01-01,299
"48.12795873514679,-1.6834418143387984","{""coordinates"": [-1.683441814338798, 48.12795873514679], ""type"": ""Point""}",accident.1426,1426,3506,Sécurité publique 0035238 00317,2018-08-14,18:21,Mardi,35238,En X,GROS MALHON (AVENUE),,,0,,,0.0,Bicyclette,Autobus,,,,,Conducteur,Conducteur,,,,,,,1,0,0,2018-01-01,300
"48.11107262610037,-1.674590594135586","{""coordinates"": [-1.674590594135586, 48.11107262610037], ""type"": ""Point""}",accident.1482,1482,2228,Sécurité publique 0035238 00135,2016-04-07,09:00,Jeudi,35238,hors intersection,"3, RUE GAMBETTA",,Rue Gambetta,0,,,0.0,VL,Bicyclette,,,,,Passager,Conducteur,Conducteur,,,,,,0,0,1,2016-01-01,301
"48.15480999905134,-1.625369999996668","{""coordinates"": [-1.625369999996668, 48.15480999905134], ""type"": ""Point""}",accident.1490,1490,473028,SP/35238/287,2022-08-07,11:30,Dimanche,35238,Giratoire,RD 29,42+95,D175,,13+130,D29,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,302
"48.10997999905158,-1.6575399999945373","{""coordinates"": [-1.657539999994537, 48.10997999905158], ""type"": ""Point""}",accident.1553,1553,86819,SP/35238/238,2021-07-11,10:35,Dimanche,35238,Autre,SERGENT MAGINOT (AVENUE),N/C,Avenue Sergent Maginot,,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,303
"48.11480001581652,-1.6744250861772239","{""coordinates"": [-1.674425086177224, 48.11480001581652], ""type"": ""Point""}",accident.1778,1778,113,Sécurité publique 0035238 00348,2015-08-24,08:10,Lundi,35238,En T,GUILLAUDOT/ST MELAINE,,Rue du Général Maurice Guillaudot,0,,Rue Saint-Melaine,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2015-01-01,304
"48.10455194620118,-1.6773029041266443","{""coordinates"": [-1.677302904126644, 48.10455194620118], ""type"": ""Point""}",accident.128,128,66546535,SP/35238/240,2020-08-19,16:00,Mercredi,35238,hors intersection,ALMA (DE L'),0+0,ALMA (DE L'),,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,1,0,2020-01-01,305
"48.10929299905146,-1.6845560000004491","{""coordinates"": [-1.684556000000449, 48.10929299905146], ""type"": ""Point""}",accident.460,460,66513899,SP/35238/302,2020-09-25,22:20,Vendredi,35238,hors intersection,BRETAGNE (PLACE DE),0+0,BRETAGNE (PLACE DE),,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2020-01-01,306
"48.10846999904296,-1.6885299999929289","{""coordinates"": [-1.688529999992929, 48.10846999904296], ""type"": ""Point""}",accident.521,521,425930,SP/35238/100,2022-03-31,01:10,Jeudi,35238,hors intersection,Quai de la Prévalaye,N/C,PREVALAYE (QUAI DE LA),,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2022-01-01,307
"48.08136999904622,-1.7137599999980249","{""coordinates"": [-1.713759999998025, 48.08136999904622], ""type"": ""Point""}",accident.819,819,63478310,SP/35238/513,2019-12-17,16:30,Mardi,35281,hors intersection,CLAUDEL (COURS CAMILLE),0+0,CLAUDEL (COURS CAMILLE),,,,,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2019-01-01,308
"48.10569685289206,-1.6739726787997944","{""coordinates"": [-1.673972678799794, 48.10569685289206], ""type"": ""Point""}",accident.1997,1997,2530,Sécurité publique 0035238 00007,2012-01-05,19:00,Jeudi,35238,En X,MAGENTA/ALLIÉS,,Boulevard Magenta,0,,Cours des Alliés,0.0,Bicyclette,,,,,,Piéton,Conducteur,,,,,,,0,0,1,2012-01-01,309
"48.09116126296739,-1.648749251251194","{""coordinates"": [-1.648749251251194, 48.09116126296739], ""type"": ""Point""}",accident.2184,2184,2901,Sécurité publique 0035238 00193,2017-04-24,12:00,Lundi,35238,hors intersection,GRIMAULT (BD LEON),,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2017-01-01,310
"48.11357165604182,-1.675923705046045","{""coordinates"": [-1.675923705046045, 48.11357165604182], ""type"": ""Point""}",accident.2219,2219,1046,Sécurité publique 0035238 00054,2013-02-05,17:35,Mardi,35238,hors intersection,22 RUE DES FOSSÉS,,Rue des Fossés,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,2,2013-01-01,311
"48.129530008846245,-1.6666800255494127","{""coordinates"": [-1.666680025549413, 48.129530008846245], ""type"": ""Point""}",accident.2239,2239,3741,Sécurité publique 0035238 00328,2018-08-28,18:35,Mardi,35238,hors intersection,ARMORIQUE (BD D'),,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2018-01-01,312
"48.075950041750325,-1.6387800369737433","{""coordinates"": [-1.638780036973743, 48.075950041750325], ""type"": ""Point""}",accident.2789,2789,1340,Sécurité publique 0035238 00030,2012-01-23,16:45,Lundi,35055,hors intersection,"06, CHENE VERT (RUE DU)",,CHENE VERT (RUE DU),0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2012-01-01,313
"48.10984651157569,-1.6820000533334076","{""coordinates"": [-1.682000053333408, 48.10984651157569], ""type"": ""Point""}",accident.3171,3171,708,Sécurité publique 0035238 00145,2014-03-20,23:50,Jeudi,35238,En T,LAMENNAIS/LANJUINAIS,,Quai Lamennais,0,,Rue Lanjuinais,0.0,Bicyclette,,,,,,Piéton,,,,,,,,0,1,0,2014-01-01,314
"48.12685190930008,-1.687880463242971","{""coordinates"": [-1.687880463242971, 48.12685190930008], ""type"": ""Point""}",accident.3388,3388,2267,Sécurité publique 0035238 00264,2016-06-23,08:20,Jeudi,35238,hors intersection,"7, AVENUE C.TILLON",,Avenue Charles Tillon,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2016-01-01,315
"48.117322304751625,-1.6808606531306682","{""coordinates"": [-1.680860653130668, 48.117322304751625], ""type"": ""Point""}",accident.3518,3518,3489,Sécurité publique 0035238 00185,2018-04-17,16:31,Mardi,35238,hors intersection,SAINT-MALO (RUE DE),,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2018-01-01,316
"48.12309086546577,-1.6602858893667356","{""coordinates"": [-1.660285889366736, 48.12309086546577], ""type"": ""Point""}",accident.3766,3766,351,Sécurité publique 0035238 00188,2015-05-04,19:20,Lundi,35238,hors intersection,"199, RUE DE FOUGÈRES",,Rue de Fougères,,,,,Bicyclette,,,,,,Piéton,Conducteur,,,,,,,0,0,1,2015-01-01,317
"48.10655919971692,-1.6844987905034694","{""coordinates"": [-1.684498790503469, 48.10655919971692], ""type"": ""Point""}",accident.4478,4478,3567,Sécurité publique 0035238 00260,2018-06-29,19:00,Vendredi,35238,En X,TOUR D'AUVERGNE (BD DE L,,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,1,2018-01-01,318
"48.109858376660334,-1.6791739256894989","{""coordinates"": [-1.679173925689499, 48.109858376660334], ""type"": ""Point""}",accident.4524,4524,3043,Sécurité publique 0035238 00410,2017-10-11,16:10,Mercredi,35238,hors intersection,"00, REPUBLIQUE (PLACE DE",,,0,,,0.0,Bicyclette,,,,,,Conducteur,Piéton,,,,,,,0,0,2,2017-01-01,319
"48.104019802002604,-1.6845962405198838","{""coordinates"": [-1.684596240519884, 48.104019802002604], ""type"": ""Point""}",accident.268,268,445174,SP/35238/409,2022-11-08,13:25,Mardi,35238,hors intersection,TOUR D'AUVERGNE (BD DE LA),N/C,Boulevard de La Tour d'Auvergne,47,,,,Bicyclette,Véhicule de tourisme (VT),,,,,Conducteur,Conducteur,,,,,,,0,0,1,2022-01-01,320
"48.09731999904363,-1.657859999998731","{""coordinates"": [-1.657859999998731, 48.09731999904363], ""type"": ""Point""}",accident.684,684,63477679,SP/35238/54,2019-02-06,09:35,Mercredi,35238,à plus de 4 branches,ROOSEVELT (BD FRANKLIN),0+0,ROOSEVELT (BD FRANKLIN),,0+0,ROOSEVELT (BD FRANKLIN),,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2019-01-01,321
"48.13569216482736,-1.6601125786380861","{""coordinates"": [-1.660112578638086, 48.13569216482736], ""type"": ""Point""}",accident.690,690,66513895,SP/35238/300,2020-09-25,08:15,Vendredi,35238,hors intersection,MONTS D'ARREE (AVENUE DES),0+0,MONTS D'ARREE (AVENUE DES),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2020-01-01,322
"48.01334999904511,-1.7079399999940608","{""coordinates"": [-1.707939999994061, 48.01334999904511], ""type"": ""Point""}",accident.981,981,69732,GN/678/738,2021-03-29,18:55,Lundi,35363,hors intersection,rue de la rivaudière,N/C,Rue de la Rivaudière,,,,,Bicyclette,,,,,,Conducteur,,,,,,,,1,0,0,2021-01-01,323
"48.088119999043485,-1.6590199999984703","{""coordinates"": [-1.65901999999847, 48.088119999043485], ""type"": ""Point""}",accident.993,993,73723,SP/35238/132,2021-04-28,17:50,Mercredi,35238,hors intersection,SERBIE (PLACE DE),N/C,SERBIE (PLACE DE),,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,Passager,,,,,,0,0,1,2021-01-01,324
"48.159893999045835,-1.6250859999983605","{""coordinates"": [-1.62508599999836, 48.159893999045835], ""type"": ""Point""}",accident.1033,1033,86158,GN/15627/1493,2021-07-08,15:30,Jeudi,35024,hors intersection,RD 97,N/C,D97,,,,,"VU seul 1,5T < PTAC <=3,5T",Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2021-01-01,325
"48.13333999904685,-1.6606899999957099","{""coordinates"": [-1.66068999999571, 48.13333999904685], ""type"": ""Point""}",accident.1040,1040,89531,SP/35238/267,2021-07-27,15:45,Mardi,35238,hors intersection,PATTON (AVENUE DU GENERAL SIR GEORGES),N/C,PATTON (AVENUE DU GENERAL SIR GEORGES),,,,,Tracteur routier + semi-remorque,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2021-01-01,326
"48.216114977764974,-1.8342635035464452","{""coordinates"": [-1.834263503546445, 48.216114977764974], ""type"": ""Point""}",accident.1261,1261,455603,GN/71153/2580,2022-10-08,16:05,Samedi,35245,hors intersection,le Saut Bois,18+500,le Saut Bois,,,,,Véhicule de tourisme (VT),Bicyclette,,,,,Conducteur,Conducteur,Passager,Passager,Passager,,,,1,0,1,2022-01-01,327
"48.09448147083754,-1.6856071122228664","{""coordinates"": [-1.685607112222866, 48.09448147083754], ""type"": ""Point""}",accident.1341,1341,1992,Sécurité publique 0035238 00365,2016-09-21,20:15,Mercredi,35238,En X,CLEMENCEAU/KÉRANGAL,,Boulevard Georges Clemenceau,0,,Rue Le Guen de Kérangal,0.0,VL,Bicyclette,,,,,Conducteur,,,,,,,,0,0,1,2016-01-01,328
"48.15465004448298,-1.6245499897515792","{""coordinates"": [-1.624549989751579, 48.15465004448298], ""type"": ""Point""}",accident.1408,1408,1225,Gendarmerie Nationale 0015627 01287,2013-05-03,12:45,Vendredi,35051,Giratoire,,0029+0231,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,0,1,2013-01-01,329
"48.114184605092134,-1.6212235639553065","{""coordinates"": [-1.621223563955307, 48.114184605092134], ""type"": ""Point""}",accident.1413,1413,3866,Sécurité publique 0035238 00485,2018-11-27,07:30,Mardi,35051,Giratoire,ALLIES (BOULEVARD DES),,,0,,,0.0,VL,Bicyclette,,,,,Conducteur,Conducteur,,,,,,,0,1,0,2018-01-01,330
"48.22011199904352,-1.8099760000042997","{""coordinates"": [-1.8099760000043, 48.22011199904352], ""type"": ""Point""}",accident.1528,1528,66510083,GN/71153/1425,2020-06-28,10:50,Dimanche,35120,hors intersection,Champ Pécor,19+836,Champ Pécor,,,,,Véhicule de tourisme (VT),Bicyclette,Bicyclette,,,,Conducteur,Conducteur,Conducteur,,,,,,0,1,1,2020-01-01,331
